Model Year,Division,Carline,Eng Displ,# Cyl,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel
2020,Ford,Transit Connect Wagon LWB FWD,2.5,4,20,26,22
2020,Mercedes-Benz,GLB 250,2.0,4,23,30,26
2020,Mercedes-Benz,Metris (Cargo Van),2.0,4,20,24,22
2020,Mercedes-Benz,Metris (Cargo Van),2.0,4,21,24,22
2020,Mercedes-Benz,Metris (Passenger Van),2.0,4,20,24,21
2020,Mercedes-Benz,Metris (Passenger Van),2.0,4,19,23,21
2020,NISSAN,NV200 Cargo Van,2.0,4,24,26,25
2020,RAM,Promaster City,2.4,4,21,28,24
2020,Chevrolet,SILVERADO 2WD CAB CHASSIS,4.3,6,15,19,17
2020,Chevrolet,SILVERADO 2WD CAB CHASSIS,5.3,8,14,18,15
2020,Chevrolet,SILVERADO 4WD CAB CHASSIS,4.3,6,14,16,15
2020,Chevrolet,SILVERADO 4WD CAB CHASSIS,5.3,8,14,17,15
2020,GMC,SIERRA 2WD CAB CHASSIS,4.3,6,15,19,17
2020,GMC,SIERRA 2WD CAB CHASSIS,5.3,8,14,18,15
2020,GMC,SIERRA 4WD CAB CHASSIS,4.3,6,14,16,15
2020,GMC,SIERRA 4WD CAB CHASSIS,5.3,8,14,17,15
2020,Chrysler,Pacifica,3.6,6,19,28,22
2020,Chrysler,Voyager,3.6,6,19,28,22
2020,Dodge,Grand Caravan,3.6,6,17,25,20
2020,Honda,ODYSSEY FWD,3.5,6,19,28,22
2020,KIA MOTORS CORPORATION,Sedona,3.3,6,18,24,21
2020,TOYOTA,SIENNA,3.5,6,19,26,21
2020,TOYOTA,SIENNA AWD,3.5,6,18,24,20
2020,Acura,MDX FWD,3.5,6,20,27,23
2020,Acura,RDX FWD,2.0,4,22,28,24
2020,Acura,RDX FWD A-SPEC,2.0,4,22,27,24
2020,ALFA ROMEO,Stelvio,2.0,4,22,29,25
2020,BMW,X3 sDrive30i,2.0,4,25,29,27
2020,Buick,ENCORE FWD,1.4,4,25,30,27
2020,Buick,ENCORE GX FWD,1.2,3,26,30,28
2020,Buick,ENCORE GX FWD,1.3,3,30,32,31
2020,Buick,ENVISION FWD,2.5,4,22,29,25
2020,Cadillac,XT4 FWD,2.0,4,24,30,26
2020,Cadillac,XT5 FWD,2.0,4,21,28,24
2020,Cadillac,XT5 FWD,3.6,6,18,26,21
2020,Cadillac,XT6 FWD,3.6,6,18,25,20
2020,Chevrolet,BLAZER FWD,2.0,4,21,28,24
2020,Chevrolet,BLAZER FWD,2.5,4,21,27,23
2020,Chevrolet,BLAZER FWD,3.6,6,19,26,21
2020,Chevrolet,EQUINOX FWD,1.5,4,26,31,28
2020,Chevrolet,EQUINOX FWD,2.0,4,22,29,25
2020,Chevrolet,TRAX FWD,1.4,4,26,31,28
2020,Dodge,Journey,2.4,4,19,25,21
2020,Ford,ECOSPORT FWD,1.0,3,27,29,28
2020,Ford,EDGE FWD,2.0,4,21,29,24
2020,Ford,ESCAPE FWD,1.5,3,27,33,30
2020,Ford,ESCAPE FWD HEV,2.5,4,44,37,41
2020,GMC,TERRAIN FWD,1.5,4,26,30,27
2020,GMC,TERRAIN FWD,2.0,4,22,28,24
2020,Honda,CR-V FWD,1.5,4,28,34,30
2020,Honda,PASSPORT FWD,3.5,6,20,25,22
2020,Honda,PILOT FWD,3.5,6,19,27,22
2020,Honda,PILOT FWD,3.5,6,20,27,23
2020,HYUNDAI MOTOR COMPANY,Kona FWD,1.6,4,28,32,30
2020,HYUNDAI MOTOR COMPANY,Kona FWD,2.0,4,27,33,30
2020,HYUNDAI MOTOR COMPANY,Santa Fe FWD,2.0,4,20,27,23
2020,HYUNDAI MOTOR COMPANY,Santa Fe FWD,2.4,4,22,29,25
2020,HYUNDAI MOTOR COMPANY,Tucson FWD,2.0,4,23,28,25
2020,HYUNDAI MOTOR COMPANY,Tucson FWD,2.4,4,22,28,25
2020,INFINITI,QX50,2.0,4,23,29,26
2020,INFINITI,QX60 FWD,3.5,6,20,27,22
2020,Jeep,Cherokee FWD,2.0,4,23,31,26
2020,Jeep,Cherokee FWD,2.4,4,22,31,25
2020,Jeep,Cherokee FWD,3.2,6,20,29,23
2020,Jeep,Compass 4X2,2.4,4,22,31,25
2020,Jeep,Compass 4X2,2.4,4,23,32,26
2020,Jeep,Renegade 4x2,1.3,4,24,32,27
2020,Jeep,Renegade 4x2,2.4,4,22,30,25
2020,KIA MOTORS CORPORATION,Sorento FWD,2.4,4,22,29,25
2020,KIA MOTORS CORPORATION,Sorento FWD,3.3,6,19,26,22
2020,KIA MOTORS CORPORATION,Sportage FWD,2.0,4,20,28,23
2020,KIA MOTORS CORPORATION,Sportage FWD,2.4,4,23,30,26
2020,KIA MOTORS CORPORATION,Telluride FWD,3.8,6,20,26,23
2020,LEXUS,NX 300,2.0,4,22,28,25
2020,LEXUS,RX 350,3.5,6,20,27,23
2020,LEXUS,RX 350L,3.5,6,19,26,22
2020,Lincoln,CORSAIR FWD,2.0,4,22,29,25
2020,Lincoln,NAUTILUS FWD,2.0,4,21,26,23
2020,MAZDA,CX-30 2WD,2.5,4,25,33,28
2020,MAZDA,CX-30 2WD,2.5,4,25,33,28
2020,MAZDA,CX-5 2WD,2.5,4,25,31,28
2020,MAZDA,CX-9 2WD,2.5,4,22,28,24
2020,Mercedes-Benz,GLA 250,2.0,4,24,34,28
2020,Mercedes-Benz,GLC 300,2.0,4,22,29,24
2020,Mitsubishi Motors Corporation,ECLIPSE CROSS 2WD,1.5,4,25,28,26
2020,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 2WD,1.5,4,26,29,27
2020,Mitsubishi Motors Corporation,OUTLANDER 2WD,2.4,4,25,30,27
2020,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2.0,4,24,30,27
2020,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2.4,4,23,29,25
2020,NISSAN,PATHFINDER 2WD,3.5,6,20,27,23
2020,NISSAN,ROGUE FWD,2.5,4,26,33,29
2020,TOYOTA,HIGHLANDER,3.5,6,21,29,24
2020,TOYOTA,HIGHLANDER,3.5,6,20,28,23
2020,TOYOTA,HIGHLANDER HYBRID,2.5,4,36,35,36
2020,TOYOTA,RAV4,2.5,4,28,35,30
2020,TOYOTA,RAV4,2.5,4,26,35,30
2020,Volkswagen,Atlas,2.0,4,20,24,22
2020,Volkswagen,Atlas,3.6,6,17,23,19
2020,Volkswagen,Atlas Cross Sport,2.0,4,21,24,22
2020,Volkswagen,Atlas Cross Sport,3.6,6,17,23,19
2020,Volkswagen,Tiguan,2.0,4,22,29,25
2020,Acura,MDX AWD,3.0,6,26,27,27
2020,Acura,MDX AWD,3.5,6,19,26,22
2020,Acura,MDX AWD A-spec,3.5,6,19,25,21
2020,Acura,RDX AWD,2.0,4,21,27,23
2020,Acura,RDX AWD A-SPEC,2.0,4,21,26,23
2020,ALFA ROMEO,Stelvio AWD,2.0,4,22,28,24
2020,ALFA ROMEO,Stelvio AWD,2.9,6,17,23,19
2020,Audi,Q3 quattro,2.0,4,19,27,22
2020,Audi,Q5,2.0,4,22,28,24
2020,Audi,SQ5,3.0,6,18,23,20
2020,BMW,X3 M,3.0,6,14,19,16
2020,BMW,X3 M Competition,3.0,6,14,19,16
2020,BMW,X3 M40i,3.0,6,21,27,23
2020,BMW,X3 xDrive30i,2.0,4,24,29,26
2020,BMW,X4 M,3.0,6,14,19,16
2020,BMW,X4 M Competition,3.0,6,14,19,16
2020,BMW,X4 M40i,3.0,6,21,27,23
2020,BMW,X4 xDrive30i,2.0,4,23,28,25
2020,Buick,ENCORE AWD,1.4,4,24,29,26
2020,Buick,ENCORE GX AWD,1.3,3,26,29,28
2020,Buick,ENVISION AWD,2.0,4,20,25,22
2020,Buick,ENVISION AWD,2.5,4,21,27,24
2020,Cadillac,XT4 AWD,2.0,4,22,29,24
2020,Cadillac,XT5 AWD,2.0,4,21,26,23
2020,Cadillac,XT5 AWD,3.6,6,18,25,20
2020,Cadillac,XT6 AWD,3.6,6,17,24,20
2020,Chevrolet,BLAZER AWD,2.0,4,21,27,23
2020,Chevrolet,BLAZER AWD,3.6,6,18,25,21
2020,Chevrolet,EQUINOX AWD,1.5,4,25,30,27
2020,Chevrolet,EQUINOX AWD,2.0,4,22,28,24
2020,Chevrolet,TRAX AWD,1.4,4,24,29,26
2020,FIAT,500X AWD,1.3,4,24,30,26
2020,Ford,ECOSPORT AWD,2.0,4,23,29,25
2020,Ford,EDGE AWD,2.0,4,21,28,23
2020,Ford,EDGE AWD,2.0,4,21,28,23
2020,Ford,EDGE AWD,2.7,6,19,26,21
2020,Ford,ESCAPE AWD,1.5,3,26,31,28
2020,Ford,ESCAPE AWD,2.0,4,23,31,26
2020,Ford,ESCAPE AWD HEV,2.5,4,43,37,40
2020,GMC,TERRAIN AWD,1.5,4,25,28,26
2020,GMC,TERRAIN AWD,2.0,4,21,26,23
2020,Honda,CR-V AWD,1.5,4,27,32,29
2020,Honda,CR-V AWD,2.0,4,40,35,38
2020,Honda,PASSPORT AWD,3.5,6,19,24,21
2020,Honda,PILOT AWD,3.5,6,18,26,21
2020,Honda,PILOT AWD,3.5,6,19,26,22
2020,HYUNDAI MOTOR COMPANY,Kona AWD,1.6,4,26,29,27
2020,HYUNDAI MOTOR COMPANY,Kona AWD,2.0,4,26,30,28
2020,HYUNDAI MOTOR COMPANY,Santa Fe AWD,2.0,4,20,26,22
2020,HYUNDAI MOTOR COMPANY,Santa Fe AWD,2.4,4,21,27,24
2020,HYUNDAI MOTOR COMPANY,Tucson AWD,2.0,4,22,25,23
2020,HYUNDAI MOTOR COMPANY,Tucson AWD,2.4,4,21,26,23
2020,INFINITI,QX50 AWD,2.0,4,22,28,25
2020,INFINITI,QX60 AWD,3.5,6,19,26,22
2020,Jaguar,E-PACE,2.0,4,21,28,24
2020,Jaguar,E-PACE P300,2.0,4,21,27,23
2020,Jaguar,F-PACE,2.0,4,22,27,24
2020,Jaguar,F-PACE,3.0,6,18,23,20
2020,Jaguar,F-PACE,5.0,8,16,21,18
2020,Jaguar,F-PACE 30t,2.0,4,22,27,24
2020,Jeep,Cherokee 4X4,2.0,4,21,29,24
2020,Jeep,Cherokee 4X4,2.4,4,21,29,24
2020,Jeep,Cherokee 4X4,3.2,6,19,27,22
2020,Jeep,Cherokee 4x4 Active Drive II,2.0,4,20,27,23
2020,Jeep,Cherokee 4x4 Active Drive II,3.2,6,18,26,21
2020,Jeep,Cherokee Trailhawk 4X4,2.0,4,20,26,22
2020,Jeep,Cherokee Trailhawk 4X4,3.2,6,18,24,21
2020,Jeep,Compass 4X4,2.4,4,22,30,25
2020,Jeep,Compass 4X4,2.4,4,22,31,25
2020,Jeep,Renegade 4x4,1.3,4,23,29,26
2020,Jeep,Renegade 4x4,2.4,4,21,29,24
2020,Jeep,Renegade Trailhawk 4x4,1.3,4,22,27,24
2020,Jeep,Wrangler 4x4,2.0,4,21,22,21
2020,Jeep,Wrangler 4x4,2.0,4,22,24,23
2020,Jeep,Wrangler 4x4,3.6,6,18,23,20
2020,Jeep,Wrangler 4x4,3.6,6,17,25,20
2020,Jeep,Wrangler Unlimited 4x4,2.0,4,21,22,21
2020,Jeep,Wrangler Unlimited 4x4,2.0,4,21,22,21
2020,Jeep,Wrangler Unlimited 4x4,3.0,6,22,29,25
2020,Jeep,Wrangler Unlimited 4x4,3.6,6,19,22,20
2020,Jeep,Wrangler Unlimited 4x4,3.6,6,18,22,20
2020,Jeep,Wrangler Unlimited 4x4,3.6,6,17,23,19
2020,KIA MOTORS CORPORATION,Sorento AWD,2.4,4,21,26,23
2020,KIA MOTORS CORPORATION,Sorento AWD,3.3,6,18,24,20
2020,KIA MOTORS CORPORATION,Sportage AWD,2.0,4,19,24,21
2020,KIA MOTORS CORPORATION,Sportage AWD,2.4,4,22,26,23
2020,KIA MOTORS CORPORATION,Telluride AWD,3.8,6,19,24,21
2020,Land Rover,Discovery Sport,2.0,4,19,24,21
2020,Land Rover,Discovery Sport MHEV,2.0,4,19,24,21
2020,Land Rover,Evoque,2.0,4,20,27,23
2020,Land Rover,Evoque MHEV,2.0,4,21,26,23
2020,Land Rover,Range Rover Velar,2.0,4,21,27,23
2020,Land Rover,Range Rover Velar,3.0,6,18,24,20
2020,Land Rover,Range Rover Velar,5.0,8,15,20,17
2020,Land Rover,Range Rover Velar P300,2.0,4,20,26,22
2020,Land Rover,Range Rover Velar P380,3.0,6,18,24,20
2020,LEXUS,NX 300 AWD,2.0,4,22,28,24
2020,LEXUS,NX 300 AWD F SPORT,2.0,4,22,27,24
2020,LEXUS,NX 300h AWD,2.5,4,33,30,31
2020,LEXUS,RX 350 AWD,3.5,6,19,26,22
2020,LEXUS,RX 350L AWD,3.5,6,18,25,21
2020,Lincoln,CORSAIR AWD,2.0,4,21,29,24
2020,Lincoln,CORSAIR AWD,2.3,4,21,28,24
2020,Lincoln,NAUTILUS AWD,2.0,4,20,25,22
2020,Lincoln,NAUTILUS AWD,2.7,6,19,26,21
2020,MAZDA,CX-30 4WD,2.5,4,25,32,27
2020,MAZDA,CX-30 4WD,2.5,4,24,31,26
2020,MAZDA,CX-5 4WD,2.5,4,24,30,26
2020,MAZDA,CX-5 4WD,2.5,4,22,27,24
2020,MAZDA,CX-9 4WD,2.5,4,20,26,23
2020,Mercedes-Benz,AMG GLC 43 4MATIC,3.0,6,18,24,21
2020,Mercedes-Benz,AMG GLC 43 4MATIC (coupe),3.0,6,18,24,21
2020,Mercedes-Benz,AMG GLC 63 4MATIC+,4.0,8,16,22,18
2020,Mercedes-Benz,AMG GLC 63 4MATIC+ (coupe),4.0,8,16,22,18
2020,Mercedes-Benz,AMG GLC 63 S 4MATIC+ (coupe),4.0,8,16,22,18
2020,Mercedes-Benz,GLA 250 4MATIC,2.0,4,22,30,25
2020,Mercedes-Benz,GLB 250 4MATIC,2.0,4,23,31,26
2020,Mercedes-Benz,GLC 300 4MATIC,2.0,4,21,28,24
2020,Mercedes-Benz,GLC 300 4MATIC (Coupe),2.0,4,21,28,24
2020,Mercedes-Benz,GLE 350,2.0,4,20,27,22
2020,Mercedes-Benz,GLE 350 4MATIC,2.0,4,19,26,22
2020,Mitsubishi Motors Corporation,ECLIPSE CROSS 4WD,1.5,4,25,26,25
2020,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 4WD,1.5,4,25,28,26
2020,Mitsubishi Motors Corporation,OUTLANDER 4WD,2.4,4,24,29,26
2020,Mitsubishi Motors Corporation,OUTLANDER 4WD,3.0,6,20,27,22
2020,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,2.0,4,23,29,26
2020,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,2.4,4,23,28,25
2020,NISSAN,PATHFINDER 4WD,3.5,6,20,27,22
2020,NISSAN,PATHFINDER 4WD PLATINUM,3.5,6,19,26,21
2020,NISSAN,ROGUE AWD,2.5,4,25,32,27
2020,Porsche,Macan,2.0,4,19,23,21
2020,Porsche,Macan GTS,2.9,6,17,22,19
2020,Porsche,Macan S,3.0,6,18,23,20
2020,Porsche,Macan Turbo,2.9,6,17,22,19
2020,Subaru,CROSSTREK AWD,2.0,4,27,33,30
2020,Subaru,CROSSTREK AWD,2.0,4,22,29,25
2020,Subaru,FORESTER AWD,2.5,4,26,33,29
2020,Subaru,OUTBACK AWD,2.4,4,23,30,26
2020,Subaru,OUTBACK AWD,2.5,4,26,33,29
2020,TOYOTA,HIGHLANDER AWD,3.5,6,20,27,23
2020,TOYOTA,RAV4 AWD,2.5,4,27,33,29
2020,TOYOTA,RAV4 AWD,2.5,4,25,33,28
2020,TOYOTA,RAV4 AWD LE,2.5,4,27,34,30
2020,TOYOTA,RAV4 AWD TRD OFFROAD,2.5,4,25,32,27
2020,TOYOTA,RAV4 HYBRID AWD,2.5,4,41,38,40
2020,Volkswagen,Atlas Cross Sport 4Motion,2.0,4,18,23,20
2020,Volkswagen,Atlas Cross Sport 4Motion,3.6,6,16,22,19
2020,Volkswagen,Tiguan 4Motion,2.0,4,20,27,23
2020,BMW,X5 sDrive40i,3.0,6,21,26,23
2020,BMW,X6 sDrive40i,3.0,6,21,26,23
2020,Buick,ENCLAVE FWD,3.6,6,18,26,21
2020,Cadillac,ESCALADE 2WD,6.2,8,14,23,17
2020,Chevrolet,C1500 SUBURBAN 2WD,5.3,8,15,22,18
2020,Chevrolet,C1500 SUBURBAN 2WD,5.3,8,15,22,18
2020,Chevrolet,C1500 SUBURBAN 2WD,6.2,8,14,23,17
2020,Chevrolet,C1500 TAHOE 2WD,5.3,8,15,22,18
2020,Chevrolet,C1500 TAHOE 2WD,5.3,8,15,22,18
2020,Chevrolet,C1500 TAHOE 2WD,6.2,8,14,23,17
2020,Chevrolet,TRAVERSE FWD,3.6,6,18,27,21
2020,Dodge,Durango RWD,3.6,6,19,26,21
2020,Dodge,Durango RWD,5.7,8,14,22,17
2020,Ford,Expedition 2WD,3.5,6,17,23,19
2020,Ford,Expedition MAX 2WD,3.5,6,17,23,19
2020,Ford,EXPLORER HEV RWD,3.3,6,27,29,28
2020,Ford,EXPLORER RWD,2.3,4,21,28,24
2020,GMC,ACADIA FWD,2.0,4,21,28,24
2020,GMC,ACADIA FWD,2.5,4,21,27,23
2020,GMC,ACADIA FWD,3.6,6,19,27,22
2020,GMC,C1500 YUKON 2WD,5.3,8,15,22,18
2020,GMC,C1500 YUKON 2WD,5.3,8,15,22,18
2020,GMC,C1500 YUKON 2WD,6.2,8,14,23,17
2020,GMC,C1500 YUKON XL 2WD,5.3,8,15,22,18
2020,GMC,C1500 YUKON XL 2WD,5.3,8,15,22,18
2020,GMC,C1500 YUKON XL 2WD,6.2,8,14,23,17
2020,HYUNDAI MOTOR COMPANY,Palisade FWD,3.8,6,19,26,22
2020,INFINITI,QX80 2WD,5.6,8,14,20,16
2020,Jeep,Grand Cherokee 4X2,3.6,6,19,26,21
2020,Lincoln,AVIATOR RWD,3.0,6,18,26,21
2020,Lincoln,NAVIGATOR 2WD,3.5,6,16,22,19
2020,Lincoln,NAVIGATOR L 2WD,3.5,6,16,21,18
2020,NISSAN,ARMADA 2WD,5.6,8,14,19,16
2020,TOYOTA,4RUNNER 2WD,4.0,6,16,19,17
2020,TOYOTA,SEQUOIA 2WD,5.7,8,13,17,15
2020,Audi,Q7,2.0,4,19,23,21
2020,Audi,Q7,3.0,6,17,21,18
2020,Audi,Q8,3.0,6,17,21,18
2020,Audi,RS Q8,4.0,8,13,19,15
2020,Audi,SQ7,4.0,8,15,21,17
2020,Audi,SQ8,4.0,8,15,21,17
2020,Bentley,Bentayga,4.0,8,14,23,17
2020,Bentley,Bentayga,6.0,12,12,17,14
2020,BMW,X5 M,4.4,8,13,18,15
2020,BMW,X5 M Competition,4.4,8,13,18,15
2020,BMW,X5 M50i,4.4,8,16,22,18
2020,BMW,X5 xDrive40i,3.0,6,20,26,22
2020,BMW,X5 xDrive50i,4.4,8,16,22,18
2020,BMW,X6 M,4.4,8,13,18,15
2020,BMW,X6 M Competition,4.4,8,13,18,15
2020,BMW,X6 M50i,4.4,8,16,22,18
2020,BMW,X6 xDrive40i,3.0,6,20,26,22
2020,BMW,X7 M50i,4.4,8,15,21,17
2020,BMW,X7 xDrive40i,3.0,6,20,25,22
2020,BMW,X7 xDrive50i,4.4,8,15,21,17
2020,Buick,ENCLAVE AWD,3.6,6,17,25,20
2020,Cadillac,ESCALADE 4WD,6.2,8,14,21,17
2020,Chevrolet,K1500 SUBURBAN 4WD,5.3,8,14,21,16
2020,Chevrolet,K1500 SUBURBAN 4WD,5.3,8,14,21,16
2020,Chevrolet,K1500 SUBURBAN 4WD,6.2,8,14,20,16
2020,Chevrolet,K1500 TAHOE 4WD,5.3,8,15,21,17
2020,Chevrolet,K1500 TAHOE 4WD,5.3,8,15,21,17
2020,Chevrolet,K1500 TAHOE 4WD,6.2,8,14,22,17
2020,Chevrolet,TRAVERSE AWD,3.6,6,17,25,20
2020,Dodge,Durango AWD,3.6,6,18,25,21
2020,Dodge,Durango AWD,5.7,8,14,22,17
2020,Dodge,Durango SRT AWD,6.4,8,13,19,15
2020,Ford,Expedition 4WD,3.5,6,17,22,19
2020,Ford,Expedition MAX 4WD,3.5,6,16,21,18
2020,Ford,EXPLORER AWD,2.3,4,20,27,23
2020,Ford,EXPLORER AWD,3.0,6,18,24,20
2020,Ford,EXPLORER FFV AWD,3.3,6,16,23,19
2020,Ford,EXPLORER HEV AWD,3.3,6,23,26,25
2020,GMC,ACADIA AWD,2.0,4,21,27,23
2020,GMC,ACADIA AWD,3.6,6,18,25,21
2020,GMC,K1500 YUKON 4WD,5.3,8,15,21,17
2020,GMC,K1500 YUKON 4WD,5.3,8,15,21,17
2020,GMC,K1500 YUKON 4WD,6.2,8,14,22,17
2020,GMC,K1500 YUKON XL 4WD,5.3,8,14,21,16
2020,GMC,K1500 YUKON XL 4WD,5.3,8,14,21,16
2020,GMC,K1500 YUKON XL 4WD,6.2,8,14,20,16
2020,HYUNDAI MOTOR COMPANY,Palisade AWD,3.8,6,19,24,21
2020,INFINITI,QX80 4WD,5.6,8,13,19,15
2020,Jeep,Grand Cherokee 4X4,3.6,6,18,25,21
2020,Jeep,Grand Cherokee 4X4,5.7,8,14,22,17
2020,Jeep,Grand Cherokee SRT 4x4,6.4,8,13,19,15
2020,Jeep,Grand Cherokee Trackhawk 4x4,6.2,8,11,17,13
2020,Lamborghini,Urus,4.0,8,12,17,14
2020,Land Rover,Discovery,3.0,6,21,26,23
2020,Land Rover,Discovery,3.0,6,16,21,18
2020,Land Rover,Range Rover,3.0,6,22,28,24
2020,Land Rover,Range Rover,5.0,8,16,21,18
2020,Land Rover,Range Rover LWB,5.0,8,16,21,18
2020,Land Rover,Range Rover LWB SVA,5.0,8,13,19,15
2020,Land Rover,Range Rover Sport,3.0,6,22,28,24
2020,Land Rover,Range Rover Sport,5.0,8,17,22,19
2020,Land Rover,Range Rover Sport SVR,5.0,8,15,20,16
2020,Land Rover,Range Rover SVA,5.0,8,14,19,16
2020,LEXUS,GX 460,4.6,8,15,19,16
2020,LEXUS,LX 570,5.7,8,12,16,14
2020,LEXUS,RX 450h AWD,3.5,6,31,28,30
2020,LEXUS,RX 450hL AWD,3.5,6,29,28,29
2020,Lincoln,AVIATOR AWD,3.0,6,17,24,20
2020,Lincoln,NAVIGATOR 4WD,3.5,6,16,21,18
2020,MASERATI,LEVANTE,3.0,6,15,21,17
2020,MASERATI,LEVANTE GTS,3.8,8,14,18,15
2020,MASERATI,LEVANTE S,3.0,6,15,21,17
2020,MASERATI,LEVANTE TROFEO,3.8,8,14,18,15
2020,Mercedes-Benz,AMG G 63,4.0,8,13,15,14
2020,Mercedes-Benz,G 550,4.0,8,13,17,14
2020,Mercedes-Benz,GLE 450 4MATIC,3.0,6,19,24,21
2020,Mercedes-Benz,GLE 580 4MATIC,4.0,8,17,21,19
2020,Mercedes-Benz,GLS 450 4MATIC,3.0,6,19,23,21
2020,Mercedes-Benz,GLS 580 4MATIC,4.0,8,16,21,18
2020,NISSAN,ARMADA 4WD,5.6,8,13,18,15
2020,Porsche,Cayenne,3.0,6,19,23,20
2020,Porsche,Cayenne Coupé,3.0,6,19,23,20
2020,Porsche,Cayenne S,2.9,6,18,22,20
2020,Porsche,Cayenne S Coupé,2.9,6,18,22,19
2020,Porsche,Cayenne Turbo,4.0,8,15,19,17
2020,Porsche,Cayenne Turbo Coupé,4.0,8,15,19,17
2020,Subaru,ASCENT AWD,2.4,4,21,27,23
2020,Subaru,ASCENT LIMITED/TOURING AWD,2.4,4,20,26,22
2020,TOYOTA,4RUNNER 4WD,4.0,6,16,19,17
2020,TOYOTA,4RUNNER 4WD,4.0,6,16,19,17
2020,TOYOTA,HIGHLANDER HYBRID AWD,2.5,4,35,35,35
2020,TOYOTA,HIGHLANDER HYBRID AWD LTD/PLAT,2.5,4,35,34,35
2020,TOYOTA,LAND CRUISER WAGON 4WD,5.7,8,13,17,14
2020,TOYOTA,SEQUOIA 4WD,5.7,8,13,17,14
2020,Volkswagen,Atlas 4Motion,3.6,6,16,22,19
